phase,twist,height,volume,pressure,epi,trans,endo
0.8384,0.2146,65.1670,108.8144,6.1345,234.9619,245.8930,227.3250
0.8485,0.1390,65.4596,109.3937,6.3505,235.1259,246.0074,227.4770
0.8586,0.0805,65.7598,109.9654,6.5022,235.2924,246.0956,227.6474
0.8687,0.1251,66.1063,110.4910,6.2685,235.4739,246.0264,227.9276
0.8788,0.1846,66.4444,111.0074,6.0632,235.6515,245.9465,228.1990
0.8889,0.3504,66.7221,111.4584,6.0608,235.8011,245.7900,228.4070
0.8990,0.5217,67.0019,111.9047,6.0820,235.9455,245.6358,228.6064
0.9091,0.7403,67.3000,112.3104,6.3117,236.0443,245.5025,228.7312
0.9192,0.9486,67.6334,112.7087,6.5124,236.1491,245.3598,228.8911
0.9293,1.0403,68.3630,113.0232,6.3870,236.3213,245.1106,229.4469
0.9394,1.1092,69.1321,113.3218,6.2579,236.5094,244.8515,230.0328
0.9495,0.8285,70.5068,113.3775,6.0727,236.9393,244.4423,231.0812
0.9596,0.5295,71.8908,113.4198,5.9018,237.3815,244.0166,232.1428
0.9697,-0.1994,73.4968,113.1479,6.0666,238.1132,243.2044,233.5154
0.9798,-0.9270,75.0911,112.8753,6.2287,238.8413,242.4014,234.8716
0.9899,-1.5935,76.1296,112.5715,6.2615,239.3916,242.0420,235.4424
1.0000,-2.2601,77.1681,112.2677,6.2944,239.9419,241.6827,236.0132
