phase,twist,height,volume,pressure,epi,trans,endo
0.4848,2.5437,54.9465,88.8891,5.1953,225.9784,243.0236,215.4653
0.4949,2.4261,58.1800,92.3612,3.8551,227.8082,242.5873,218.9215
0.5051,2.6088,61.2278,95.0668,4.0997,229.1032,241.3293,222.1556
0.5152,2.9186,63.3524,96.8734,4.2490,229.9514,240.1311,224.3932
0.5253,3.3608,64.5161,97.7441,4.2992,230.3343,238.9949,225.5933
0.5354,3.7642,65.2243,98.1453,4.2561,230.5554,238.3869,226.4689
0.5455,4.1238,65.4177,98.0159,4.1077,230.5935,238.3758,226.9779
0.5556,4.3781,65.3657,97.9369,4.1377,230.6612,238.6976,227.2523
0.5657,4.5031,65.0126,97.9198,4.3867,230.7651,239.4278,227.2388
0.5758,4.5375,64.6536,98.1928,4.5011,230.9265,240.2183,227.1280
0.5859,4.4512,64.2869,98.8524,4.4361,231.1646,241.0893,226.8875
0.5960,4.3218,63.9629,99.7154,4.6042,231.4173,241.8435,226.6916
0.6061,4.1298,63.7008,100.8731,5.1102,231.6911,242.4285,226.5606
0.6162,3.9400,63.6218,102.0234,5.4267,231.9483,242.8850,226.4752
0.6263,3.7535,63.8319,103.1617,5.4439,232.1794,243.1387,226.4619
0.6364,3.5904,64.0087,104.1725,5.3817,232.3915,243.3189,226.4680
0.6465,3.4678,64.1285,104.9637,5.1826,232.5711,243.3721,226.5075
0.6566,3.3591,64.1850,105.6477,5.2617,232.7410,243.4082,226.5588
0.6667,3.2767,64.1223,106.1303,5.8644,232.8923,243.4119,226.6325
0.6768,3.1888,64.0938,106.5713,6.3493,233.0443,243.4319,226.6991
0.6869,3.0895,64.1356,106.9269,6.5917,233.1978,243.4855,226.7513
0.6970,2.9841,64.2174,107.2688,6.7680,233.3573,243.5526,226.7921
0.7071,2.8652,64.3898,107.5798,6.7947,233.5301,243.6504,226.8069
0.7172,2.7560,64.5781,107.8887,6.7958,233.7033,243.7467,226.8124
0.7273,2.6709,64.8063,108.1921,6.7328,233.8773,243.8390,226.7944
0.7374,2.6030,64.9561,108.5466,6.6662,234.0395,243.9346,226.7682
0.7475,2.5826,64.8886,109.0424,6.5898,234.1692,244.0392,226.7195
0.7576,2.5672,64.7877,109.6617,6.4434,234.2866,244.2185,226.6685
0.7677,2.5672,64.5838,110.6619,6.0811,234.3665,244.6279,226.6105
0.7778,2.5485,64.3777,111.7847,5.8704,234.4421,245.1088,226.5601
0.7879,2.4655,64.1637,113.3313,6.1829,234.5031,245.8366,226.5364
0.7980,2.3545,63.9753,114.8936,6.4423,234.5729,246.5317,226.5228
0.8081,2.1345,63.8864,116.5171,6.4945,234.6771,247.0995,226.5484
0.8182,1.9064,63.8530,118.0339,6.5444,234.7933,247.6035,226.5857
0.8283,1.6426,64.0659,119.0764,6.5847,234.9632,247.8239,226.6753
0.8384,1.4003,64.2802,119.9916,6.6072,235.1381,248.0076,226.7757
0.8485,1.2676,64.5014,120.2539,6.5383,235.3388,248.0035,226.9318
0.8586,1.1678,64.7570,120.4775,6.4071,235.5390,247.9893,227.1191
0.8687,1.2649,65.2188,120.4689,5.9023,235.7355,247.9144,227.4933
0.8788,1.3802,65.7016,120.5148,5.4667,235.9333,247.8217,227.8740
0.8889,1.6262,66.3348,120.9515,5.5273,236.1404,247.6015,228.3023
0.8990,1.8652,66.9560,121.4494,5.5979,236.3486,247.3907,228.7219
0.9091,2.0428,67.4711,122.4857,5.7560,236.5667,247.2624,229.0652
0.9192,2.1978,67.9940,123.5222,5.8938,236.7923,247.1265,229.4092
0.9293,2.0990,68.6037,124.5623,5.8037,237.1012,246.9046,229.7603
0.9394,1.9773,69.2560,125.5561,5.7228,237.4250,246.6589,230.1467
0.9495,1.5037,70.5623,125.8412,5.7807,237.9772,246.0499,231.0734
0.9596,1.0189,71.9033,126.0895,5.8579,238.5409,245.4286,232.0232
0.9697,0.2686,74.0593,125.4716,6.3884,239.3732,244.5200,233.5172
0.9798,-0.4782,76.2032,124.8494,6.9142,240.2034,243.6056,235.0061
0.9899,-1.0567,77.7687,124.0280,7.2150,240.9384,242.4147,236.2534
1.0000,-1.6353,79.3342,123.2066,7.5158,241.6733,241.2237,237.5007
