phase,twist,height,volume,pressure,epi,trans,endo
0.8687,1.3992,65.2262,115.8007,5.4753,236.4458,246.9047,231.0864
0.8788,1.4884,65.9821,117.0078,5.3694,236.7168,246.5498,231.6251
0.8889,1.5359,66.8336,118.2101,5.7053,237.0359,246.1158,232.2860
0.8990,1.5749,67.6533,119.3836,6.0319,237.3418,245.7001,232.9203
0.9091,1.5405,68.1935,120.3037,6.2766,237.5315,245.4450,233.3199
0.9192,1.5033,68.7114,121.1887,6.5179,237.7105,245.2165,233.6889
0.9293,1.4348,68.9779,121.6780,6.7215,237.7690,245.2867,233.7127
0.9394,1.3613,69.2126,122.1392,6.9240,237.8263,245.3642,233.7276
0.9495,1.2110,68.9575,122.1704,7.1123,237.8655,245.5544,233.6070
0.9596,1.0519,68.7071,122.1816,7.2886,237.9136,245.7449,233.4837
0.9697,0.6869,68.5651,121.7235,7.1823,238.1718,245.9424,233.2943
0.9798,0.3197,68.4315,121.2574,7.1042,238.4306,246.1312,233.1062
0.9899,-0.1556,68.7029,120.4056,8.3780,238.7178,245.9073,232.9751
1.0000,-0.6310,68.9743,119.5538,9.6517,239.0051,245.6833,232.8441
