phase,twist,height,volume,pressure,epi,trans,endo
0.0000,-5.0832,69.6763,115.6433,7.0135,238.6363,244.4031,232.6535
0.0101,-5.6046,69.9120,114.3865,7.0874,239.0343,244.5064,232.5090
0.0202,-6.1260,70.1477,113.1298,7.1614,239.4322,244.6096,232.3644
0.0303,-6.0347,69.9194,111.5019,8.7644,239.9316,244.2612,232.2772
0.0404,-5.9306,69.6814,109.8664,10.3992,240.4332,243.9033,232.1911
0.0505,-5.1545,68.5375,108.5131,15.3984,240.4249,242.8024,231.7851
0.0606,-4.3498,67.3550,107.1718,20.5409,240.3950,241.6699,231.3655
0.0707,-3.3248,66.3732,106.2336,26.6464,239.6393,240.6718,230.3598
0.0808,-2.2854,65.4045,105.3217,32.8148,238.8363,239.6826,229.3158
0.0909,-1.3948,64.9218,104.5324,36.3951,237.7445,239.3194,228.0942
0.1010,-0.5175,64.4823,103.7539,39.7454,236.6271,239.0119,226.8569
0.1111,0.1994,64.1158,102.7591,44.4205,235.6503,238.8897,226.0583
0.1212,0.8980,63.7576,101.7396,49.2461,234.6896,238.7886,225.3095
0.1313,1.5971,63.4752,100.2879,56.3939,233.8085,238.2490,224.7054
0.1414,2.2962,63.2032,98.7759,63.8656,232.9386,237.6481,224.1215
0.1515,3.0921,62.7009,96.7156,71.0300,231.9489,236.6121,223.6601
0.1616,3.9040,62.1602,94.5640,78.1431,230.9392,235.5035,223.2190
0.1717,4.8229,61.3773,91.8946,82.7231,229.7674,234.5604,222.8359
0.1818,5.7627,60.5471,89.1241,86.8088,228.5639,233.6496,222.4640
0.1919,6.7504,59.7144,86.1269,89.5002,227.2426,232.9463,222.0249
0.2020,7.7489,58.8811,83.0786,91.8779,225.8948,232.2897,221.5705
0.2121,8.6485,58.0290,80.2396,96.8530,224.3828,231.1921,221.0794
0.2222,9.5227,57.1720,77.4543,102.4942,222.8288,229.9814,220.5788
0.2323,10.1455,56.4378,75.1376,105.8749,221.0004,228.5447,220.0833
0.2424,10.6956,55.7390,72.9566,108.6010,219.0925,227.0426,219.5891
0.2525,10.9739,55.2078,71.1737,110.1308,216.8581,225.7342,218.9980
0.2626,11.1640,54.7308,69.5199,111.2725,214.5177,224.4886,218.3755
0.2727,11.1731,54.3674,68.0352,111.4039,211.9778,223.5015,217.6558
0.2828,11.1169,54.0449,66.6114,111.1704,209.3659,222.6078,216.9012
