phase,twist,height,volume,pressure,epi,trans,endo
0.7677,1.7183,63.8309,97.0139,6.7586,233.0094,241.5097,227.7638
0.7778,1.7513,63.7856,97.0071,7.0942,233.2001,241.4766,227.8407
0.7879,1.7731,63.8151,96.9989,7.1269,233.3654,241.4231,227.8601
0.7980,1.7989,63.8199,97.0517,7.2366,233.5201,241.3513,227.8712
0.8081,1.8401,63.7284,97.3420,7.6464,233.6338,241.2081,227.8497
0.8182,1.8876,63.5773,97.7361,7.9318,233.7342,241.0669,227.8248
0.8283,1.9626,63.1608,98.5912,7.6643,233.7756,240.9351,227.7847
0.8384,2.0316,62.7631,99.5250,7.4063,233.8061,240.8718,227.7349
0.8485,2.0696,62.4614,100.8626,7.1969,233.7809,241.1590,227.6356
0.8586,2.0908,62.2465,102.2039,6.9855,233.7536,241.5253,227.5321
0.8687,2.0112,62.5524,103.5682,6.7626,233.7142,242.3652,227.4036
0.8788,1.9172,62.8918,104.8810,6.5406,233.6895,243.1788,227.2918
0.8889,1.7196,63.4714,105.8251,6.3265,233.7702,243.8039,227.2990
0.8990,1.5146,64.0524,106.7244,6.0957,233.8720,244.4027,227.3291
0.9091,1.2449,64.6446,107.2302,5.7195,234.1598,244.7707,227.5597
0.9192,0.9688,65.2405,107.7352,5.3810,234.4552,245.1080,227.7946
0.9293,0.6204,65.8775,108.2303,5.4669,234.8347,245.0991,228.0764
0.9394,0.2617,66.5161,108.7492,5.5463,235.2160,245.0713,228.3775
0.9495,-0.2551,67.1798,109.6335,5.5268,235.6228,244.7547,228.9747
0.9596,-0.7822,67.8306,110.5273,5.5210,236.0325,244.4370,229.5721
0.9697,-1.5510,68.1792,111.6440,5.8405,236.5104,244.0940,230.1730
0.9798,-2.3203,68.5213,112.7506,6.1453,236.9889,243.7552,230.7680
0.9899,-3.1157,68.5536,113.3730,5.7518,237.4947,243.6198,231.0839
1.0000,-3.9112,68.5859,113.9954,5.3583,238.0005,243.4844,231.3997
