phase,twist,height,volume,pressure,epi,trans,endo
0.0000,-9.8738,76.1211,123.7460,4.6523,247.9977,248.0000,236.7711
0.0101,-9.4291,76.3419,123.0208,5.7377,247.9983,247.9323,236.7711
0.0202,-8.9845,76.5626,122.2956,6.8231,247.9989,247.8647,236.7711
0.0303,-8.0015,76.4928,121.7951,12.1666,247.7133,246.7914,236.7540
0.0404,-7.0073,76.4170,121.2993,17.5988,247.4218,245.6972,236.7365
0.0505,-5.8044,75.9376,121.0675,23.5175,246.5797,243.9880,236.4312
0.0606,-4.5926,75.4410,120.8470,29.4569,245.7142,242.2526,236.1137
0.0707,-3.5039,74.8412,120.4482,35.8469,244.6649,241.1589,235.6436
0.0808,-2.4231,74.2346,120.0379,42.2664,243.6035,240.1070,235.1635
0.0909,-1.5757,73.5658,119.0952,47.8216,242.5371,239.2271,234.6299
0.1010,-0.7491,72.8914,118.1052,53.3000,241.4701,238.3625,234.0915
0.1111,-0.1040,72.1141,116.5029,57.4878,240.4801,237.5539,233.5741
0.1212,0.5206,71.3252,114.8311,61.5291,239.4988,236.7515,233.0590
0.1313,0.9983,70.6213,112.6314,62.9947,238.5924,235.9732,232.5852
0.1414,1.4556,69.9294,110.3581,64.1010,237.6965,235.1981,232.1171
0.1515,1.7744,69.3515,107.7151,65.9281,236.8560,234.3869,231.6736
0.1616,2.0700,68.7927,105.0104,67.8753,236.0246,233.5697,231.2342
0.1717,2.2977,68.3688,102.2019,69.5782,235.2599,232.7070,230.8063
0.1818,2.5121,67.9713,99.3732,71.2335,234.5081,231.8354,230.3807
0.1919,2.7713,67.6025,96.7417,72.6296,233.8166,231.1008,230.0082
0.2020,3.0405,67.2403,94.1545,73.9672,233.1386,230.3971,229.6478
0.2121,3.3852,66.9237,91.8644,75.3115,232.5285,229.6113,229.3823
0.2222,3.7492,66.6190,89.6503,76.6575,231.9359,228.8045,229.1411
0.2323,4.0857,66.4443,87.5656,78.2658,231.3934,227.9933,228.9214
0.2424,4.4141,66.3072,85.5182,79.9501,230.8654,227.1808,228.7079
0.2525,4.5871,66.2158,83.4200,81.1061,230.3749,226.3216,228.5337
0.2626,4.7097,66.1393,81.3054,82.0906,229.8965,225.4472,228.3723
0.2727,4.6797,66.1632,79.2216,83.2214,229.4656,224.5043,228.2603
0.2828,4.5947,66.2234,77.1491,84.4051,229.0519,223.5365,228.1663
0.2929,4.4997,66.2103,75.4104,85.6563,228.7010,222.5624,228.1293
0.3030,4.4007,66.1679,73.8054,86.9345,228.3753,221.5858,228.1153
0.3131,4.4040,66.0274,72.7793,87.2941,228.0937,220.5797,228.1266
0.3232,4.4524,65.8437,72.0087,87.2483,227.8316,219.5607,228.1493
0.3333,4.5021,65.7407,71.7979,86.6830,227.5949,218.7079,228.1808
0.3434,4.5524,65.6768,71.8587,85.8658,227.3706,217.9357,228.2167
0.3535,4.3042,65.6668,72.2279,85.3372,227.2137,217.5005,228.2414
0.3636,3.8974,65.6853,72.7611,84.9619,227.0927,217.2444,228.2602
0.3737,2.9970,66.0766,73.3620,82.9873,227.0115,217.2412,228.2590
0.3838,1.8100,66.6842,74.0023,80.0839,226.9534,217.3849,228.2462
0.3939,0.3429,67.7989,74.7898,72.5959,227.2201,217.8330,228.3734
0.4040,-1.3015,69.2347,75.6704,62.2038,227.6925,218.4740,228.5893
0.4141,-2.7301,70.4566,77.1685,50.1427,228.9174,219.6389,229.1397
0.4242,-4.0099,71.5308,79.0924,36.9303,230.6613,221.1651,229.9209
0.4343,-4.7566,71.7743,82.0857,26.7069,232.4660,222.7769,230.7030
0.4444,-5.1035,71.3946,85.8810,18.7258,234.3161,224.4530,231.4857
0.4545,-5.0608,70.5291,90.5753,11.8055,235.5500,226.2011,231.9062
0.4646,-4.7005,69.2677,96.0021,5.7499,236.2816,228.0079,232.0315
0.4747,-4.3465,68.2048,101.4943,2.0638,236.8532,230.3162,232.0118
0.4848,-3.9979,67.3175,107.0445,0.4741,237.2834,233.0682,231.8636
0.4949,-3.8998,66.9082,111.8053,-0.4625,237.8599,236.1993,231.7636
0.5051,-4.0423,66.9578,115.8085,-0.7723,238.5769,239.6946,231.7097
0.5152,-4.3868,67.4171,118.7920,-0.9382,239.3165,242.6041,231.7335
0.5253,-4.9418,68.3029,120.7138,-0.9543,240.0797,244.9039,231.8383
0.5354,-5.5252,69.1690,121.9981,-0.8946,240.8261,246.5614,232.1103
0.5455,-6.1408,70.0127,122.5619,-0.7492,241.5532,247.4928,232.5712
0.5556,-6.6601,70.7157,122.9776,-0.8103,242.2494,248.0042,233.0789
0.5657,-7.0614,71.2459,123.2114,-1.1248,242.9074,248.0002,233.6438
0.5758,-7.3466,71.7328,123.5192,-1.3320,243.4662,247.9903,234.1234
0.5859,-7.4769,72.1620,123.9258,-1.3964,243.8927,247.9728,234.4893
0.5960,-7.5570,72.5465,124.3758,-1.1754,244.2572,247.9694,234.7920
0.6061,-7.5643,72.8662,124.8889,-0.5407,244.5316,247.9864,235.0030
0.6162,-7.5976,73.1738,125.3520,-0.2293,244.7952,247.9972,235.2059
0.6263,-7.6722,73.4625,125.7361,-0.4286,245.0416,247.9983,235.3959
0.6364,-7.7826,73.7179,126.0295,-0.4908,245.2693,247.9990,235.5699
0.6465,-7.9549,73.9162,126.1667,-0.3173,245.4647,247.9990,235.7163
0.6566,-8.1194,74.0390,126.2266,-0.1153,245.6385,247.9990,235.8401
0.6667,-8.2692,74.0199,126.1412,0.1401,245.7719,247.9990,235.9214
0.6768,-8.3916,74.0067,126.0140,0.2922,245.8932,247.9990,235.9932
0.6869,-8.4574,74.0058,125.8009,0.2310,245.9898,247.9990,236.0456
0.6970,-8.5156,74.0196,125.5910,0.4092,246.0815,247.9990,236.0905
0.7071,-8.5567,74.0664,125.3883,1.1295,246.1621,247.9990,236.1186
0.7172,-8.5966,74.1550,125.2334,1.7312,246.2427,247.9990,236.1475
0.7273,-8.6334,74.3482,125.1975,2.0362,246.3232,247.9990,236.1787
0.7374,-8.6549,74.5326,125.2234,2.2954,246.4026,247.9990,236.2091
0.7475,-8.6339,74.6928,125.4205,2.4280,246.4785,247.9993,236.2374
0.7576,-8.6059,74.8033,125.6398,2.6012,246.5563,247.9924,236.2698
0.7677,-8.5561,74.7606,125.9275,2.8999,246.6399,247.9635,236.3148
0.7778,-8.5326,74.7756,126.1721,3.1499,246.7266,247.9177,236.3698
0.7879,-8.5995,74.9892,126.2676,3.2320,246.8241,247.8138,236.4594
0.7980,-8.7051,75.1947,126.2913,3.3014,246.9222,247.7097,236.5487
0.8081,-8.9615,75.3684,126.0349,3.3208,247.0221,247.6048,236.6369
0.8182,-9.2275,75.5147,125.7419,3.3920,247.1197,247.5038,236.7216
0.8283,-9.5363,75.5389,125.2863,3.6929,247.2067,247.4209,236.7907
0.8384,-9.8208,75.5871,124.8550,3.9349,247.2940,247.3379,236.8581
0.8485,-9.9805,75.7591,124.5490,3.8757,247.3824,247.2544,236.9165
0.8586,-10.1126,75.9189,124.2994,3.8238,247.4732,247.1789,236.9765
0.8687,-10.0796,76.0062,124.3885,3.8156,247.5789,247.1520,237.0463
0.8788,-10.0371,76.0796,124.5231,3.7867,247.6846,247.1307,237.1152
0.8889,-9.9264,76.0536,124.9842,3.6092,247.7903,247.1498,237.1779
0.8990,-9.8201,76.0165,125.4610,3.4738,247.8906,247.1730,237.2326
0.9091,-9.7515,75.8818,126.0765,3.7088,247.9441,247.2317,237.2167
0.9192,-9.6890,75.7492,126.6816,3.9054,247.9934,247.2941,237.1958
0.9293,-9.6960,75.6395,127.1693,3.6698,247.9956,247.3981,237.1188
0.9394,-9.7068,75.5366,127.6318,3.4654,247.9977,247.5027,237.0421
0.9495,-9.7775,75.5375,127.7079,3.7381,247.9977,247.6171,236.9712
0.9596,-9.8487,75.5407,127.7599,4.0009,247.9977,247.7308,236.9013
0.9697,-9.9343,75.6008,127.2491,4.0289,247.9977,247.8289,236.8561
0.9798,-10.0169,75.6628,126.7303,4.0645,247.9977,247.9257,236.8114
0.9899,-9.9564,75.8175,125.8359,4.4653,247.9977,247.9602,236.7923
1.0000,-9.8959,75.9722,124.9415,4.8661,247.9977,247.9948,236.7732
